6356.6 0.0 7.91202 4.5514 3245.18
6356.6 1.0 8.16388 4.73542 3352.1
6356.6 2.0 8.19499 4.75583 3357.75
6356.6 3.0 8.20214 4.76054 3359.06
6356.6 4.0 8.20214 4.76054 3359.06
6356.6 5.0 8.20214 4.76054 3359.06
6356.6 6.0 8.20214 4.76054 3359.06
6356.6 7.0 8.20214 4.76054 3359.06
6356.6 8.0 8.20214 4.76054 3359.06
6356.6 9.0 8.20214 4.76054 3359.06
6356.6 10.0 8.20214 4.76054 3359.06
6356.6 11.0 8.20214 4.76054 3359.06
6356.6 12.0 8.20214 4.76054 3359.06
6356.6 13.0 8.20214 4.76054 3359.06
6356.6 14.0 8.20214 4.76054 3359.06
6356.6 15.0 8.20214 4.76054 3359.06
6356.6 16.0 8.20214 4.76054 3359.06
6356.6 17.0 8.20214 4.76054 3359.06
6356.6 18.0 8.20214 4.76054 3359.06
6356.6 19.0 8.20214 4.76054 3359.06
6356.6 20.0 8.20214 4.76054 3359.06
6356.6 21.0 8.20214 4.76054 3359.06
6356.6 22.0 8.20214 4.76054 3359.06
6356.6 23.0 8.20214 4.76054 3359.06
6356.6 24.0 8.20214 4.76054 3359.06
6356.6 25.0 8.20214 4.76054 3359.06
6356.6 26.0 8.20214 4.76054 3359.06
6356.6 27.0 8.20214 4.76054 3359.06
6356.6 28.0 8.20214 4.76054 3359.06
6356.6 29.0 8.20214 4.76054 3359.06
6356.6 30.0 8.20214 4.76054 3359.06
6356.6 31.0 8.20214 4.76054 3359.06
6356.6 32.0 8.20214 4.76054 3359.06
6356.6 33.0 8.20214 4.76054 3359.06
6356.6 34.0 8.20214 4.76054 3359.06
6356.6 35.0 8.20214 4.76054 3359.06
6356.6 36.0 8.20214 4.76054 3359.06
6356.6 37.0 8.20214 4.76054 3359.06
6356.6 38.0 8.20214 4.76054 3359.06
6356.6 39.0 8.20214 4.76054 3359.06
6356.6 40.0 8.20214 4.76054 3359.06
6356.6 41.0 8.20214 4.76054 3359.06
6356.6 42.0 8.20214 4.76054 3359.06
6356.6 43.0 8.19103 4.75323 3357.0
6356.6 44.0 8.16388 4.73542 3352.1
6356.6 45.0 7.93621 4.56736 3249.46
6356.6 46.0 7.93145 4.56422 3248.62
6356.6 47.0 7.93145 4.56422 3248.62
6356.6 48.0 7.94961 4.57625 3251.79
6356.6 49.0 8.16388 4.73542 3352.1
6356.6 50.0 8.17564 4.74312 3354.21
6356.6 51.0 8.19103 4.75323 3357.0
6356.6 52.0 8.19851 4.75815 3358.38
6356.6 53.0 8.20214 4.76054 3359.06
6356.6 54.0 8.20214 4.76054 3359.06
6356.6 55.0 8.20214 4.76054 3359.06
6356.6 56.0 8.20214 4.76054 3359.06
6356.6 57.0 8.20214 4.76054 3359.06
6356.6 58.0 8.20214 4.76054 3359.06
6356.6 59.0 8.20214 4.76054 3359.06
6356.6 60.0 8.20214 4.76054 3359.06
6356.6 61.0 8.20214 4.76054 3359.06
6356.6 62.0 8.20214 4.76054 3359.06
6356.6 63.0 8.20214 4.76054 3359.06
6356.6 64.0 8.20214 4.76054 3359.06
6356.6 65.0 8.20214 4.76054 3359.06
6356.6 66.0 8.20214 4.76054 3359.06
6356.6 67.0 8.20214 4.76054 3359.06
6356.6 68.0 8.20214 4.76054 3359.06
6356.6 69.0 8.20214 4.76054 3359.06
6356.6 70.0 8.20214 4.76054 3359.06
6356.6 71.0 8.20214 4.76054 3359.06
6356.6 72.0 8.20214 4.76054 3359.06
6356.6 73.0 8.20214 4.76054 3359.06
6356.6 74.0 8.20214 4.76054 3359.06
6356.6 75.0 8.20214 4.76054 3359.06
6356.6 76.0 8.20214 4.76054 3359.06
6356.6 77.0 8.20214 4.76054 3359.06
6356.6 78.0 8.20214 4.76054 3359.06
6356.6 79.0 8.20214 4.76054 3359.06
6356.6 80.0 8.20214 4.76054 3359.06
6356.6 81.0 8.20214 4.76054 3359.06
6356.6 82.0 8.20214 4.76054 3359.06
6356.6 83.0 8.20214 4.76054 3359.06
6356.6 84.0 8.20214 4.76054 3359.06
6356.6 85.0 8.20214 4.76054 3359.06
6356.6 86.0 8.20214 4.76054 3359.06
6356.6 87.0 8.20214 4.76054 3359.06
6356.6 88.0 8.20214 4.76054 3359.06
6356.6 89.0 8.20214 4.76054 3359.06
6356.6 90.0 8.20214 4.76054 3359.06
6356.6 91.0 8.20214 4.76054 3359.06
6356.6 92.0 8.20214 4.76054 3359.06
6356.6 93.0 8.20214 4.76054 3359.06
6356.6 94.0 8.20214 4.76054 3359.06
6356.6 95.0 8.20214 4.76054 3359.06
6356.6 96.0 8.20214 4.76054 3359.06
6356.6 97.0 8.20214 4.76054 3359.06
6356.6 98.0 8.20214 4.76054 3359.06
6356.6 99.0 8.20214 4.76054 3359.06
6356.6 100.0 8.20214 4.76054 3359.06
6356.6 101.0 8.20214 4.76054 3359.06
6356.6 102.0 8.20214 4.76054 3359.06
6356.6 103.0 8.20214 4.76054 3359.06
6356.6 104.0 8.20214 4.76054 3359.06
6356.6 105.0 8.20214 4.76054 3359.06
